Task Number,Task,Fitness Score,Program,Primitives
168,6e82a1ae.json,"(np.float64(4.0), np.float64(100.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
169,6ecd11f4.json,"(np.float64(5.0), np.float64(195.0), np.float64(15.0), np.float64(15.0))",cropToContent_lifted >> negative_lifted,"cropToContent_lifted, negative_lifted"
170,6f8cd79b.json,"(np.float64(1.0), np.float64(18.0), np.float64(0.0), np.float64(4.0))",splitH_lifted >> splitH_lifted,splitH_lifted
171,6fa7a44f.json,"(np.float64(4.0), np.float64(18.0), np.float64(0.0), np.float64(5.0))",splitH_lifted >> negative_lifted,"negative_lifted, splitH_lifted"
172,72322fa7.json,"(np.float64(3.0), np.float64(261.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
173,72ca375d.json,"(np.float64(2.0), np.float64(21.0), np.float64(6.0), np.float64(8.0))",groupByColor_lifted >> cropToContent_lifted,"cropToContent_lifted, groupByColor_lifted"
174,73251a56.json,"(np.float64(9.0), np.float64(441.0), np.float64(0.0), np.float64(11.0))",groupByColor_lifted >> intersect >> splitH_lifted,"groupByColor_lifted, intersect, splitH_lifted"
175,7447852a.json,"(np.float64(1.0), np.float64(42.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
176,7468f01a.json,"(np.float64(3.0), np.float64(24.0), np.float64(0.0), np.float64(2.0))",cropToContent_lifted >> negative_lifted >> splitH_lifted,"cropToContent_lifted, negative_lifted, splitH_lifted"
177,746b3537.json,"(np.float64(8.0), np.float64(20.0), np.float64(3.0), np.float64(2.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
178,74dd1130.json,"(np.float64(4.0), np.float64(9.0), np.float64(0.0), np.float64(2.0))",groupByColor_lifted >> splitH_lifted,"groupByColor_lifted, splitH_lifted"
179,75b8110e.json,"(np.float64(2.0), np.float64(42.0), np.float64(4.0), np.float64(4.0))",groupByColor_lifted >> negative_lifted >> tail,"groupByColor_lifted, negative_lifted, tail"
180,760b3cac.json,"(np.float64(3.0), np.float64(50.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
181,776ffc46.json,"(np.float64(2.0), np.float64(400.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
182,77fdfe62.json,"(np.float64(3.0), np.float64(52.0), np.float64(4.0), np.float64(4.0))",groupByColor_lifted >> tail >> negative_lifted,"groupByColor_lifted, negative_lifted, tail"
183,780d0b14.json,"(np.float64(6.0), np.float64(385.0), np.float64(15.0), np.float64(20.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
184,7837ac64.json,"(np.float64(1.0), np.float64(719.0), np.float64(24.0), np.float64(24.0))",groupByColor_lifted >> negative_lifted,"groupByColor_lifted, negative_lifted"
185,794b24be.json,"(np.float64(3.0), np.float64(3.0), np.float64(2.0), np.float64(2.0))",splitH_lifted >> cropToContent_lifted,"cropToContent_lifted, splitH_lifted"
186,7b6016b9.json,"(np.float64(3.0), np.float64(501.0), np.float64(0.0), np.float64(21.0))",splitH_lifted >> splitH_lifted >> splitH_lifted,splitH_lifted
187,7b7f7511.json,"(np.float64(4.0), np.float64(6.0), np.float64(0.0), np.float64(3.0))",negative_lifted,negative_lifted
188,7c008303.json,"(np.float64(3.0), np.float64(67.0), np.float64(3.0), np.float64(3.0))",groupByColor_lifted >> negative_lifted,"groupByColor_lifted, negative_lifted"
189,7ddcd7ec.json,"(np.float64(0.0), np.float64(95.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
190,7df24a62.json,"(np.float64(1.0), np.float64(500.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
191,7e0986d6.json,"(np.float64(2.0), np.float64(203.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
192,7f4411dc.json,"(np.float64(0.0), np.float64(44.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
193,7fe24cdd.json,"(np.float64(3.0), np.float64(22.0), np.float64(3.0), np.float64(5.0))",negative_lifted >> splitH_lifted >> intersect,"intersect, negative_lifted, splitH_lifted"
194,80af3007.json,"(np.float64(0.0), np.float64(206.0), np.float64(9.0), np.float64(7.0))",negative_lifted,negative_lifted
195,810b9b61.json,"(np.float64(1.0), np.float64(81.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
196,82819916.json,"(np.float64(5.0), np.float64(43.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
197,83302e8f.json,"(np.float64(3.0), np.float64(352.0), np.float64(8.0), np.float64(15.0))",splitH_lifted >> splitH_lifted >> cropToContent_lifted,"cropToContent_lifted, splitH_lifted"
198,834ec97d.json,"(np.float64(1.0), np.float64(56.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
199,8403a5d5.json,"(np.float64(1.0), np.float64(68.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
200,846bdb03.json,"(np.float64(2.0), np.float64(48.0), np.float64(0.0), np.float64(6.0))",cropToContent_lifted >> negative_lifted,"cropToContent_lifted, negative_lifted"
201,855e0971.json,"(np.float64(2.0), np.float64(194.0), np.float64(0.0), np.float64(11.0))",splitH_lifted >> negative_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
202,85c4e7cd.json,"(np.float64(6.0), np.float64(100.0), np.float64(0.0), np.float64(8.0))",groupByColor_lifted >> splitH_lifted >> splitH_lifted,"groupByColor_lifted, splitH_lifted"
203,868de0fa.json,"(np.float64(2.0), np.float64(184.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
204,8731374e.json,"(np.float64(3.0), np.float64(224.0), np.float64(9.0), np.float64(10.0))",groupByColor_lifted >> intersect >> negative_lifted,"groupByColor_lifted, intersect, negative_lifted"
205,88a10436.json,"(np.float64(4.0), np.float64(74.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
206,88a62173.json,"(np.float64(0.0), np.float64(16.0), np.float64(3.0), np.float64(3.0))",negative_lifted,negative_lifted
207,890034e9.json,"(np.float64(4.0), np.float64(435.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
208,8a004b2b.json,"(np.float64(3.0), np.float64(142.0), np.float64(0.0), np.float64(4.0))",cropToContent_lifted >> negative_lifted,"cropToContent_lifted, negative_lifted"
209,8be77c9e.json,"(np.float64(0.0), np.float64(11.0), np.float64(0.0), np.float64(3.0))",negative_lifted,negative_lifted
210,8d5021e8.json,"(np.float64(3.0), np.float64(12.0), np.float64(2.0), np.float64(8.0))",splitH_lifted >> negative_lifted,"negative_lifted, splitH_lifted"
211,8d510a79.json,"(np.float64(2.0), np.float64(85.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
212,8e1813be.json,"(np.float64(4.0), np.float64(130.0), np.float64(8.0), np.float64(8.0))",groupByColor_lifted >> negative_lifted >> tail,"groupByColor_lifted, negative_lifted, tail"
213,8e5a5113.json,"(np.float64(5.0), np.float64(33.0), np.float64(3.0), np.float64(0.0))",cropToContent_lifted >> groupByColor_lifted >> intersect,"cropToContent_lifted, groupByColor_lifted, intersect"
214,8eb1be9a.json,"(np.float64(0.0), np.float64(90.0), np.float64(0.0), np.float64(7.0))",cropToContent_lifted >> negative_lifted,"cropToContent_lifted, negative_lifted"
215,8efcae92.json,"(np.float64(1.0), np.float64(222.0), np.float64(3.0), np.float64(15.0))",init,init
216,8f2ea7aa.json,"(np.float64(0.0), np.float64(61.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
217,90c28cc7.json,"(np.float64(4.0), np.float64(198.0), np.float64(10.0), np.float64(14.0))",cropToContent_lifted >> negative_lifted >> negative_lifted,"cropToContent_lifted, negative_lifted"
218,90f3ed37.json,"(np.float64(1.0), np.float64(138.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
219,913fb3ed.json,"(np.float64(1.0), np.float64(28.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
220,91413438.json,"(np.float64(0.0), np.float64(15.0), np.float64(15.0), np.float64(15.0))",negative_lifted,negative_lifted
221,91714a58.json,"(np.float64(3.0), np.float64(247.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
222,9172f3a0.json,"(np.float64(3.0), np.float64(44.0), np.float64(6.0), np.float64(8.0))",splitH_lifted >> intersect,"intersect, splitH_lifted"
223,928ad970.json,"(np.float64(3.0), np.float64(174.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
224,93b581b8.json,"(np.float64(4.0), np.float64(22.0), np.float64(0.0), np.float64(5.0))",splitH_lifted >> splitH_lifted >> union,"splitH_lifted, union"
225,941d9a10.json,"(np.float64(3.0), np.float64(92.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
226,94f9d214.json,"(np.float64(4.0), np.float64(31.0), np.float64(0.0), np.float64(4.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
227,952a094c.json,"(np.float64(4.0), np.float64(96.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted,"groupByColor_lifted, negative_lifted"
228,9565186b.json,"(np.float64(3.0), np.float64(9.0), np.float64(0.0), np.float64(2.0))",groupByColor_lifted >> splitH_lifted,"groupByColor_lifted, splitH_lifted"
229,95990924.json,"(np.float64(4.0), np.float64(209.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
230,963e52fc.json,"(np.float64(1.0), np.float64(56.0), np.float64(8.0), np.float64(0.0))",negative_lifted,negative_lifted
231,97999447.json,"(np.float64(1.0), np.float64(52.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
232,97a05b5b.json,"(np.float64(1.0), np.float64(111.0), np.float64(3.0), np.float64(7.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
233,98cf29f8.json,"(np.float64(1.0), np.float64(237.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted,"groupByColor_lifted, negative_lifted"
234,995c5fa3.json,"(np.float64(4.0), np.float64(35.0), np.float64(11.0), np.float64(1.0))",sortByWeight,sortByWeight
235,99b1bc43.json,"(np.float64(4.0), np.float64(30.0), np.float64(0.0), np.float64(5.0))",reverse,reverse
236,99fa7670.json,"(np.float64(5.0), np.float64(20.0), np.float64(0.0), np.float64(4.0))",groupByColor_lifted >> splitH_lifted >> negative_lifted,"groupByColor_lifted, negative_lifted, splitH_lifted"
237,9aec4887.json,"(np.float64(0.0), np.float64(40.0), np.float64(9.0), np.float64(9.0))",sortByColor,sortByColor
238,9af7a82c.json,"(np.float64(3.0), np.float64(12.0), np.float64(0.0), np.float64(5.0))",splitH_lifted >> splitH_lifted >> negative_lifted,"negative_lifted, splitH_lifted"
239,9d9215db.json,"(np.float64(9.0), np.float64(321.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
240,9dfd6313.json,"(np.float64(9.0), np.float64(15.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
241,9ecd008a.json,"(np.float64(2.0), np.float64(247.0), np.float64(13.0), np.float64(13.0))",groupByColor_lifted >> intersect >> negative_lifted,"groupByColor_lifted, intersect, negative_lifted"
242,9edfc990.json,"(np.float64(9.0), np.float64(224.0), np.float64(0.0), np.float64(8.0))",splitH_lifted >> groupByColor_lifted >> intersect,"groupByColor_lifted, intersect, splitH_lifted"
243,9f236235.json,"(np.float64(1.0), np.float64(108.0), np.float64(8.0), np.float64(8.0))",groupByColor_lifted >> negative_lifted >> tail,"groupByColor_lifted, negative_lifted, tail"
244,a1570a43.json,"(np.float64(3.0), np.float64(62.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
245,a2fd1cf0.json,"(np.float64(4.0), np.float64(153.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
246,a3325580.json,"(np.float64(1.0), np.float64(16.0), np.float64(7.0), np.float64(7.0))",intersect,intersect
247,a3df8b1e.json,"(np.float64(0.0), np.float64(31.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
248,a416b8f3.json,"(np.float64(4.0), np.float64(27.0), np.float64(4.0), np.float64(0.0))",negative_lifted,negative_lifted
249,a48eeaf7.json,"(np.float64(1.0), np.float64(96.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted,"groupByColor_lifted, negative_lifted"
250,a5313dff.json,"(np.float64(1.0), np.float64(122.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
251,a5f85a15.json,"(np.float64(1.0), np.float64(36.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
252,a61ba2ce.json,"(np.float64(3.0), np.float64(69.0), np.float64(4.0), np.float64(6.0))",cropToContent_lifted >> groupByColor_lifted >> negative_lifted,"cropToContent_lifted, groupByColor_lifted, negative_lifted"
253,a61f2674.json,"(np.float64(3.0), np.float64(68.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
254,a64e4611.json,"(np.float64(1.0), np.float64(566.0), np.float64(0.0), np.float64(23.0))",splitH_lifted >> negative_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
255,a65b410d.json,"(np.float64(2.0), np.float64(46.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
256,a68b268e.json,"(np.float64(3.0), np.float64(65.0), np.float64(5.0), np.float64(5.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
257,a699fb00.json,"(np.float64(1.0), np.float64(94.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
258,a740d043.json,"(np.float64(1.0), np.float64(36.0), np.float64(4.0), np.float64(4.0))",intersect,intersect
259,a78176bb.json,"(np.float64(0.0), np.float64(89.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted,"groupByColor_lifted, negative_lifted"
260,a79310a0.json,"(np.float64(2.0), np.float64(19.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
261,a85d4709.json,"(np.float64(3.0), np.float64(9.0), np.float64(2.0), np.float64(2.0))",splitH_lifted >> cropToContent_lifted >> negative_lifted,"cropToContent_lifted, negative_lifted, splitH_lifted"
262,a87f7484.json,"(np.float64(0.0), np.float64(36.0), np.float64(0.0), np.float64(9.0))",groupByColor_lifted >> negative_lifted >> sortByWeight,"groupByColor_lifted, negative_lifted, sortByWeight"
263,a8c38be5.json,"(np.float64(2.0), np.float64(116.0), np.float64(5.0), np.float64(7.0))",groupByColor_lifted >> tail >> union,"groupByColor_lifted, tail, union"
264,a8d7556c.json,"(np.float64(1.0), np.float64(308.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
265,a9f96cdd.json,"(np.float64(6.0), np.float64(5.0), np.float64(4.0), np.float64(2.0))",cropToContent_lifted,cropToContent_lifted
266,aabf363d.json,"(np.float64(2.0), np.float64(49.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted,"groupByColor_lifted, negative_lifted"
267,aba27056.json,"(np.float64(2.0), np.float64(32.0), np.float64(0.0), np.float64(5.0))",negative_lifted >> splitH_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
268,ac0a08a4.json,"(np.float64(7.0), np.float64(134.0), np.float64(12.0), np.float64(12.0))",groupByColor_lifted >> intersect >> negative_lifted,"groupByColor_lifted, intersect, negative_lifted"
269,ae3edfdc.json,"(np.float64(3.0), np.float64(219.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted,"groupByColor_lifted, negative_lifted"
270,ae4f1146.json,"(np.float64(1.0), np.float64(39.0), np.float64(6.0), np.float64(6.0))",sortByColor,sortByColor
271,aedd82e4.json,"(np.float64(1.0), np.float64(9.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
272,af902bf9.json,"(np.float64(1.0), np.float64(91.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
273,b0c4d837.json,"(np.float64(0.0), np.float64(41.0), np.float64(4.0), np.float64(4.0))",groupByColor_lifted >> reverse >> negative_lifted,"groupByColor_lifted, negative_lifted, reverse"
274,b190f7f5.json,"(np.float64(7.0), np.float64(74.0), np.float64(8.0), np.float64(12.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
275,b1948b0a.json,"(np.float64(3.0), np.float64(18.0), np.float64(0.0), np.float64(2.0))",negative_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
276,b230c067.json,"(np.float64(3.0), np.float64(100.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
277,b27ca6d3.json,"(np.float64(1.0), np.float64(221.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
278,b2862040.json,"(np.float64(4.0), np.float64(210.0), np.float64(0.0), np.float64(11.0))",negative_lifted >> splitH_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
279,b527c5c6.json,"(np.float64(1.0), np.float64(307.0), np.float64(0.0), np.float64(15.0))",splitH_lifted >> splitH_lifted >> negative_lifted,"negative_lifted, splitH_lifted"
280,b548a754.json,"(np.float64(3.0), np.float64(127.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
281,b60334d2.json,"(np.float64(1.0), np.float64(45.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
282,b6afb2da.json,"(np.float64(4.0), np.float64(100.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
283,b7249182.json,"(np.float64(3.0), np.float64(158.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
284,b775ac94.json,"(np.float64(4.0), np.float64(178.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
285,b782dc8a.json,"(np.float64(2.0), np.float64(145.0), np.float64(0.0), np.float64(7.0))",negative_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
286,b8825c91.json,"(np.float64(9.0), np.float64(256.0), np.float64(0.0), np.float64(12.0))",splitH_lifted >> splitH_lifted >> negative_lifted,"negative_lifted, splitH_lifted"
287,b8cdaf2b.json,"(np.float64(3.0), np.float64(45.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
288,b91ae062.json,"(np.float64(4.0), np.float64(80.0), np.float64(9.0), np.float64(11.0))",groupByColor_lifted >> splitH_lifted,"groupByColor_lifted, splitH_lifted"
289,b94a9452.json,"(np.float64(3.0), np.float64(25.0), np.float64(0.0), np.float64(3.0))",cropToContent_lifted >> negative_lifted >> splitH_lifted,"cropToContent_lifted, negative_lifted, splitH_lifted"
290,b9b7f026.json,"(np.float64(1.0), np.float64(242.0), np.float64(16.0), np.float64(15.0))",groupByColor_lifted >> tail >> negative_lifted,"groupByColor_lifted, negative_lifted, tail"
291,ba26e723.json,"(np.float64(1.0), np.float64(42.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
292,ba97ae07.json,"(np.float64(3.0), np.float64(48.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
293,bb43febb.json,"(np.float64(1.0), np.float64(100.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
294,bbc9ae5d.json,"(np.float64(3.0), np.float64(5.0), np.float64(5.0), np.float64(2.0))",cropToContent_lifted >> negative_lifted >> negative_lifted,"cropToContent_lifted, negative_lifted"
295,bc1d5164.json,"(np.float64(0.0), np.float64(30.0), np.float64(4.0), np.float64(2.0))",negative_lifted,negative_lifted
296,bd4472b8.json,"(np.float64(4.0), np.float64(12.0), np.float64(0.0), np.float64(5.0))",splitH_lifted >> splitH_lifted >> sortByColor,"sortByColor, splitH_lifted"
297,bda2d7a6.json,"(np.float64(1.0), np.float64(64.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted,groupByColor_lifted
298,bdad9b1f.json,"(np.float64(4.0), np.float64(29.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
299,be94b721.json,"(np.float64(2.0), np.float64(41.0), np.float64(6.0), np.float64(4.0))",groupByColor_lifted >> cropToContent_lifted,"cropToContent_lifted, groupByColor_lifted"
300,beb8660c.json,"(np.float64(4.0), np.float64(8.0), np.float64(0.0), np.float64(2.0))",splitH_lifted >> intersect,"intersect, splitH_lifted"
301,c0f76784.json,"(np.float64(2.0), np.float64(131.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
302,c1d99e64.json,"(np.float64(1.0), np.float64(210.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
303,c3e719e8.json,"(np.float64(8.0), np.float64(45.0), np.float64(6.0), np.float64(6.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
304,c3f564a4.json,"(np.float64(8.0), np.float64(256.0), np.float64(0.0), np.float64(8.0))",splitH_lifted >> groupByColor_lifted >> intersect,"groupByColor_lifted, intersect, splitH_lifted"
305,c444b776.json,"(np.float64(3.0), np.float64(161.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
306,c59eb873.json,"(np.float64(2.0), np.float64(40.0), np.float64(4.0), np.float64(6.0))",splitH_lifted >> tail,"splitH_lifted, tail"
307,c8cbb738.json,"(np.float64(3.0), np.float64(143.0), np.float64(9.0), np.float64(7.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
308,c8f0f002.json,"(np.float64(4.0), np.float64(15.0), np.float64(0.0), np.float64(2.0))",negative_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
309,c909285e.json,"(np.float64(3.0), np.float64(717.0), np.float64(21.0), np.float64(21.0))",groupByColor_lifted >> sortByWeight >> negative_lifted,"groupByColor_lifted, negative_lifted, sortByWeight"
310,c9e6f938.json,"(np.float64(0.0), np.float64(10.0), np.float64(3.0), np.float64(0.0))",negative_lifted,negative_lifted
311,c9f8e694.json,"(np.float64(3.0), np.float64(144.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
312,caa06a1f.json,"(np.float64(3.0), np.float64(36.0), np.float64(0.0), np.float64(5.0))",splitH_lifted >> splitH_lifted >> negative_lifted,"negative_lifted, splitH_lifted"
313,cbded52d.json,"(np.float64(1.0), np.float64(64.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
314,cce03e0d.json,"(np.float64(2.0), np.float64(28.0), np.float64(6.0), np.float64(8.0))",negative_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
315,cdecee7f.json,"(np.float64(6.0), np.float64(28.0), np.float64(7.0), np.float64(1.0))",cropToContent_lifted >> splitH_lifted >> negative_lifted,"cropToContent_lifted, negative_lifted, splitH_lifted"
316,ce22a75a.json,"(np.float64(2.0), np.float64(48.0), np.float64(5.0), np.float64(2.0))",cropToContent_lifted >> negative_lifted,"cropToContent_lifted, negative_lifted"
317,ce4f8723.json,"(np.float64(2.0), np.float64(32.0), np.float64(0.0), np.float64(5.0))",groupByColor_lifted >> negative_lifted,"groupByColor_lifted, negative_lifted"
318,ce602527.json,"(np.float64(2.0), np.float64(240.0), np.float64(12.0), np.float64(12.0))",sortByColor,sortByColor
319,ce9e57f2.json,"(np.float64(1.0), np.float64(81.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
320,cf98881b.json,"(np.float64(1.0), np.float64(53.0), np.float64(10.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> sortByWeight,"groupByColor_lifted, negative_lifted, sortByWeight"
321,d037b0a7.json,"(np.float64(5.0), np.float64(6.0), np.float64(0.0), np.float64(2.0))",splitH_lifted >> negative_lifted >> union,"negative_lifted, splitH_lifted, union"
322,d06dbe63.json,"(np.float64(1.0), np.float64(147.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
323,d07ae81c.json,"(np.float64(5.0), np.float64(225.0), np.float64(0.0), np.float64(12.0))",splitH_lifted >> splitH_lifted >> negative_lifted,"negative_lifted, splitH_lifted"
324,d0f5fe59.json,"(np.float64(0.0), np.float64(83.0), np.float64(10.0), np.float64(6.0))",negative_lifted,negative_lifted
325,d10ecb37.json,"(np.float64(4.0), np.float64(68.0), np.float64(4.0), np.float64(10.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
326,d13f3404.json,"(np.float64(4.0), np.float64(15.0), np.float64(3.0), np.float64(5.0))",splitH_lifted >> negative_lifted >> union,"negative_lifted, splitH_lifted, union"
327,d22278a0.json,"(np.float64(8.0), np.float64(27.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
328,d23f8c26.json,"(np.float64(5.0), np.float64(22.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
329,d2abd087.json,"(np.float64(3.0), np.float64(100.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
330,d364b489.json,"(np.float64(4.0), np.float64(81.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
331,d406998b.json,"(np.float64(1.0), np.float64(42.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
332,d43fd935.json,"(np.float64(1.0), np.float64(96.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
333,d4469b4b.json,"(np.float64(2.0), np.float64(13.0), np.float64(2.0), np.float64(2.0))",negative_lifted,negative_lifted
334,d4a91cb9.json,"(np.float64(4.0), np.float64(118.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
335,d4f3cd78.json,"(np.float64(4.0), np.float64(75.0), np.float64(0.0), np.float64(5.0))",splitH_lifted >> negative_lifted,"negative_lifted, splitH_lifted"
336,d511f180.json,"(np.float64(7.0), np.float64(9.0), np.float64(0.0), np.float64(2.0))",splitH_lifted >> negative_lifted,"negative_lifted, splitH_lifted"
337,d5d6de2d.json,"(np.float64(2.0), np.float64(196.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
338,d631b094.json,"(np.float64(1.0), np.float64(6.0), np.float64(1.0), np.float64(2.0))",groupByColor_lifted,groupByColor_lifted
339,d687bc17.json,"(np.float64(5.0), np.float64(143.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
340,d6ad076f.json,"(np.float64(4.0), np.float64(80.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
341,d89b689b.json,"(np.float64(5.0), np.float64(100.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> sortByWeight,"groupByColor_lifted, negative_lifted, sortByWeight"
